-7.16003E-09,8E-04
-7.11003E-09,5E-04
-7.06003E-09,3E-04
-7.01003E-09,2E-04
-6.96003E-09,2E-04
-6.91003E-09,4E-04
-6.86003E-09,7E-04
-6.81003E-09,9E-04
-6.76003E-09,1.1E-03
-6.71003E-09,1.0E-03
-6.66003E-09,7E-04
-6.61003E-09,3E-04
-6.56003E-09,-2E-04
-6.51003E-09,-6E-04
-6.46003E-09,-7E-04
-6.41003E-09,-5E-04
-6.36003E-09,0.0E+00
-6.31003E-09,7E-04
-6.26003E-09,1.4E-03
-6.21003E-09,2.0E-03
-6.16003E-09,2.3E-03
-6.11003E-09,2.3E-03
-6.06003E-09,2.1E-03
-6.01003E-09,1.7E-03
-5.96003E-09,1.3E-03
-5.91003E-09,9E-04
-5.86003E-09,6E-04
-5.81003E-09,4E-04
-5.76003E-09,3E-04
-5.71003E-09,3E-04
-5.66003E-09,2E-04
-5.61003E-09,1E-04
-5.56003E-09,0.0E+00
-5.51003E-09,-2E-04
-5.46003E-09,-3E-04
-5.41003E-09,-3E-04
-5.36003E-09,-3E-04
-5.31003E-09,-2E-04
-5.26003E-09,1E-04
-5.21003E-09,4E-04
-5.16003E-09,8E-04
-5.11003E-09,1.3E-03
-5.06003E-09,1.7E-03
-5.01003E-09,2.0E-03
-4.96003E-09,2.3E-03
-4.91003E-09,2.5E-03
-4.86003E-09,2.5E-03
-4.81003E-09,2.4E-03
-4.76003E-09,2.2E-03
-4.71003E-09,2.0E-03
-4.66003E-09,1.8E-03
-4.61003E-09,1.7E-03
-4.56003E-09,1.7E-03
-4.51003E-09,1.7E-03
-4.46003E-09,1.6E-03
-4.41003E-09,1.5E-03
-4.36003E-09,1.2E-03
-4.31003E-09,9E-04
-4.26003E-09,6E-04
-4.21003E-09,4E-04
-4.16003E-09,3E-04
-4.11003E-09,5E-04
-4.06003E-09,8E-04
-4.01003E-09,1.2E-03
-3.96003E-09,1.5E-03
-3.91003E-09,1.7E-03
-3.86003E-09,1.8E-03
-3.81003E-09,1.6E-03
-3.76003E-09,1.3E-03
-3.71003E-09,9E-04
-3.66003E-09,6E-04
-3.61003E-09,3E-04
-3.56003E-09,2E-04
-3.51003E-09,2E-04
-3.46003E-09,2E-04
-3.41003E-09,2E-04
-3.36003E-09,2E-04
-3.31003E-09,3E-04
-3.26003E-09,3E-04
-3.21003E-09,5E-04
-3.16003E-09,8E-04
-3.11003E-09,1.2E-03
-3.06003E-09,1.6E-03
-3.01003E-09,1.9E-03
-2.96003E-09,2.1E-03
-2.91003E-09,2.1E-03
-2.86003E-09,1.9E-03
-2.81003E-09,1.5E-03
-2.76003E-09,1.1E-03
-2.71003E-09,7E-04
-2.66003E-09,6E-04
-2.61003E-09,8E-04
-2.56003E-09,1.1E-03
-2.51003E-09,1.7E-03
-2.46003E-09,2.3E-03
-2.41003E-09,2.8E-03
-2.36003E-09,3.1E-03
-2.31003E-09,3.3E-03
-2.26003E-09,3.1E-03
-2.21003E-09,2.8E-03
-2.16003E-09,2.3E-03
-2.11003E-09,1.7E-03
-2.06003E-09,1.2E-03
-2.01003E-09,9E-04
-1.96003E-09,9E-04
-1.91003E-09,1.0E-03
-1.86003E-09,1.3E-03
-1.81003E-09,1.7E-03
-1.76003E-09,2.0E-03
-1.71003E-09,2.2E-03
-1.66003E-09,2.2E-03
-1.61003E-09,2.0E-03
-1.56003E-09,1.5E-03
-1.51003E-09,1.0E-03
-1.46003E-09,5E-04
-1.41003E-09,1E-04
-1.36003E-09,1E-04
-1.31003E-09,3E-04
-1.26003E-09,6E-04
-1.21003E-09,1.0E-03
-1.16003E-09,1.3E-03
-1.11003E-09,1.3E-03
-1.06003E-09,9E-04
-1.01003E-09,2E-04
-9.6003E-10,-7E-04
-9.1003E-10,-1.7E-03
-8.6003E-10,-2.5E-03
-8.1003E-10,-2.9E-03
-7.6003E-10,-2.8E-03
-7.1003E-10,-1.9E-03
-6.6003E-10,-2E-04
-6.1003E-10,2.5E-03
-5.6003E-10,6.1E-03
-5.1003E-10,1.09E-02
-4.6003E-10,1.68E-02
-4.1003E-10,2.38E-02
-3.6003E-10,3.23E-02
-3.1003E-10,4.20E-02
