1.227651E-08 1.5E-03
1.232651E-08 1.0E-03
1.237651E-08 8E-04
1.242651E-08 1.0E-03
1.247651E-08 1.5E-03
1.252651E-08 2.3E-03
1.257651E-08 3.0E-03
1.262651E-08 3.5E-03
1.267651E-08 3.6E-03
1.272651E-08 3.1E-03
1.277651E-08 2.3E-03
1.282651E-08 1.2E-03
1.287651E-08 2E-04
1.292651E-08 -5E-04
1.297651E-08 -8E-04
1.302651E-08 -6E-04
1.307651E-08 -2E-04
1.312651E-08 4E-04
1.317651E-08 8E-04
1.322651E-08 9E-04
1.327651E-08 8E-04
1.332651E-08 4E-04
1.337651E-08 1E-04
1.342651E-08 0.0E+00
1.347651E-08 1E-04
1.352651E-08 6E-04
1.357651E-08 1.2E-03
1.362651E-08 1.7E-03
1.367651E-08 2.1E-03
1.372651E-08 2.2E-03
1.377651E-08 2.1E-03
1.382651E-08 1.7E-03
1.387651E-08 1.4E-03
1.392651E-08 1.2E-03
1.397651E-08 1.2E-03
1.402651E-08 1.3E-03
1.407651E-08 1.4E-03
1.412651E-08 1.4E-03
1.417651E-08 1.3E-03
1.422651E-08 1.0E-03
1.427651E-08 6E-04
1.432651E-08 3E-04
1.437651E-08 1E-04
1.442651E-08 2E-04
1.447651E-08 4E-04
1.452651E-08 7E-04
1.457651E-08 1.1E-03
1.462651E-08 1.4E-03
1.467651E-08 1.6E-03
1.472651E-08 1.6E-03
1.477651E-08 1.5E-03
1.482651E-08 1.4E-03
1.487651E-08 1.3E-03
1.492651E-08 1.2E-03
1.497651E-08 1.1E-03
1.502651E-08 9E-04
1.507651E-08 5E-04
1.512651E-08 1E-04
1.517651E-08 -3E-04
1.522651E-08 -7E-04
1.527651E-08 -8E-04
1.532651E-08 -6E-04
1.537651E-08 -2E-04
1.542651E-08 3E-04
1.547651E-08 7E-04
1.552651E-08 1.0E-03
1.557651E-08 1.0E-03
1.562651E-08 7E-04
1.567651E-08 3E-04
1.572651E-08 0.0E+00
1.577651E-08 0.0E+00
1.582651E-08 1E-04
1.587651E-08 5E-04
1.592651E-08 1.1E-03
1.597651E-08 1.7E-03
1.602651E-08 2.1E-03
1.607651E-08 2.4E-03
1.612651E-08 2.6E-03
1.617651E-08 2.7E-03
1.622651E-08 2.7E-03
1.627651E-08 2.8E-03
1.632651E-08 2.9E-03
1.637651E-08 3.0E-03
